ID,Project_Code,PQ,PO_SO,ASN_DN,Country,Managed_By,Fulfill_Via,Vendor_INCO_Term,Shipment_Mode,Product_Group,Sub_Classification,Vendor,Item_Description,Molecule_Test_Type,Brand,Dosage,Dosage_Form,Unit_of_Measure_Per_Pack,Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,Manufacturing_Site,First_Line_Designation,PO_Sent_to_Vendor_Date,Scheduled_Delivery_Date,Delivered_to_Client_Date,Delivery_Recorded_Date,Delivery_Delay_Days,Weight_Kilograms,Freight_Cost_USD,Line_Item_Insurance_USD,Year,Month,Quarter,Month_Name
894,PC-36734,PQ,PO881160,ASN30171,Uganda,PMO - NG,From RDC,FCA,Air,HIV test,Sub-14,Ranbaxy Fine Chemicals Limited,Medicine J 100mg,Type-9,Brand-D,500mg,Solution,90,2040,14496.32,95.98,3.8,Cipla,No,2015-03-03,2015-05-24,2015-05-25,2015-05-29,1,1881.55,7281.5,144.96,2015,5,2,May
895,PC-16371,PQ,PO172828,ASN24333,South Africa,PMO - US,Direct Drop,CIF,Air,HRDT,Sub-15,"Aurobindo Unit III, India",Medicine K 100mg,Type-10,Brand-E,50mg,Tablet,30,3022,3111.25,263.91,0.69,Cipla,Yes,2015-04-12,2015-06-20,2015-06-21,2015-06-23,1,829.23,2943.5,31.11,2015,6,2,June
896,PC-36069,PQ,PO747937,ASN40535,Côte d'Ivoire,PMO - SA,Direct Drop,EXW,Ocean,Safety,Sub-16,Cipla Ltd.,Medicine L 100mg,Type-11,Brand-F,100mg,Capsule,90,512,55737.33,391.57,7.41,Ranbaxy,Yes,2015-02-13,2015-04-05,2015-04-08,2015-04-10,3,459.25,468.31,557.37,2015,4,2,April
897,PC-89905,PQ,PO451206,ASN99023,Uganda,PMO - NG,Direct Drop,FCA,Air,ARV,Sub-17,Hetero Unit III India,Medicine M 100mg,Type-12,Brand-G,100mg,Tablet,90,7706,13979.49,209.69,7.69,Aurobindo Unit III,Yes,2015-02-13,2015-04-27,2015-04-27,2015-04-28,0,6725.15,25877.83,139.79,2015,4,2,April
898,PC-22910,PQ,PO155152,ASN85940,Zimbabwe,PMO - SA,Direct Drop,DDP,Air,Safety,Sub-18,Cipla Ltd.,Medicine N 100mg,Type-13,Brand-H,200mg,Tablet,60,3323,86704.14,187.02,8.31,Matrix,Yes,2015-05-14,2015-07-28,2015-08-02,2015-08-06,5,2119.71,7039.62,867.04,2015,8,3,August
899,PC-83479,PQ,PO320073,ASN43700,Zambia,PMO - US,Direct Drop,FCA,Air,ANTIMALARIA,Sub-19,,Medicine O 100mg,Type-14,Brand-I,50mg,Capsule,60,1203,98306.85,75.52,6.55,Ranbaxy,Yes,2015-07-01,2015-09-24,2015-09-24,2015-09-24,0,826.62,3468.28,983.07,2015,9,3,September
900,PC-87735,PQ,PO458635,ASN93583,Vietnam,PMO - US,From RDC,DDP,Air,HIV test,Sub-20,Ranbaxy Fine Chemicals Limited,Medicine P 100mg,Type-15,Brand-J,100mg,Capsule,60,5669,50091.0,299.32,7.76,Matrix,Yes,2015-03-28,2015-05-04,2015-05-04,2015-05-05,0,3652.83,15110.62,500.91,2015,5,2,May
901,PC-91264,PQ,PO323393,ASN51516,Côte d'Ivoire,PMO - US,From RDC,FCA,Ocean,Emergency,Sub-1,Cipla Ltd.,Medicine Q 100mg,Type-1,Brand-A,50mg,Capsule,100,9701,45517.72,414.87,5.81,Cipla,Yes,2015-05-09,2015-06-16,2015-06-15,2015-06-16,-1,9611.57,8052.8,455.18,2015,6,2,June
902,PC-33275,PQ,PO186569,ASN25577,Zimbabwe,PMO - US,Direct Drop,DDP,Ocean,ANTIMALARIALS,Sub-2,Hetero Unit III India,Medicine R 100mg,Type-2,Brand-B,200mg,Solution,60,5896,35459.18,282.86,4.97,Ranbaxy,Yes,2015-04-05,2015-05-31,2015-05-30,2015-06-01,-1,3408.81,4159.93,354.59,2015,5,2,May
903,PC-82274,PQ,PO958899,ASN99834,Zimbabwe,PMO - NG,Direct Drop,FCA,Air,Safety,Sub-3,Hetero Unit III India,Medicine S 100mg,Type-3,Brand-C,100mg,Solution,60,6626,64164.67,86.72,2.67,Hetero Unit III,Yes,2015-09-04,2015-10-24,2015-11-07,2015-11-11,14,4124.84,12493.12,641.65,2015,11,4,November
904,PC-91449,PQS,PO781132,ASN25015,Nigeria,PMO - US,Direct Drop,DDP,Air,ANTIMALARIA,Sub-4,Ranbaxy Fine Chemicals Limited,Medicine T 100mg,Type-4,Brand-D,200mg,Tablet,30,8456,61194.68,332.31,0.63,Ranbaxy,Yes,2015-07-09,2015-09-23,2015-09-23,2015-09-24,0,2089.12,7864.53,611.95,2015,9,3,September
905,PC-70004,PQ,PO509579,ASN31236,Zambia,PMO - SA,Direct Drop,EXW,Air Charter,HIV test,Sub-5,"Aurobindo Unit III, India",Medicine U 100mg,Type-5,Brand-E,200mg,Capsule,100,4904,34994.83,19.92,2.99,Ranbaxy,No,2015-06-18,2015-08-22,2015-08-27,2015-08-30,5,4670.15,22632.2,349.95,2015,8,3,August
906,PC-72981,PQ,PO783850,ASN76640,Côte d'Ivoire,PMO - SA,From RDC,EXW,Ocean,ANTIMALARIA,Sub-6,Cipla Ltd.,Medicine V 100mg,Type-6,Brand-F,200mg,Tablet,100,1171,34973.5,419.84,6.87,Cipla,No,2015-07-17,2015-08-21,2015-08-26,2015-08-28,5,1211.96,988.62,349.74,2015,8,3,August
907,PC-94659,PQ,PO552220,ASN93190,Uganda,PMO - NG,From RDC,DDP,Ocean,Emergency,Sub-7,Cipla Ltd.,Medicine W 100mg,Type-7,Brand-G,100mg,Solution,30,9442,64835.58,461.14,9.28,Aurobindo Unit III,Yes,2015-03-14,2015-05-15,2015-05-18,2015-05-19,3,2523.14,1812.64,648.36,2015,5,2,May
908,PC-64553,PQ,PO222537,ASN55704,Côte d'Ivoire,PMO - US,From RDC,FCA,Ocean,HIV test,Sub-8,Hetero Unit III India,Medicine X 100mg,Type-8,Brand-H,50mg,Tablet,60,8659,55900.07,300.53,2.64,Cipla,Yes,2015-09-09,2015-10-26,2015-11-02,2015-11-04,7,5157.27,7679.14,559.0,2015,11,4,November
909,PC-58447,PQ,PO153806,ASN52369,Côte d'Ivoire,PMO - NG,From RDC,CIF,Air,ANTIMALARIALS,Sub-9,Matrix Laboratories,Medicine Y 100mg,Type-9,Brand-I,100mg,Tablet,120,6891,72136.99,441.48,6.73,Cipla,Yes,2015-02-23,2015-04-18,2015-04-13,2015-04-15,-5,8796.39,33731.8,721.37,2015,4,2,April
910,PC-44529,PQ,PO700280,ASN13646,Zambia,PMO - NG,Direct Drop,CIF,Truck,ANTIMALARIA,Sub-10,Cipla Ltd.,Medicine Z 100mg,Type-10,Brand-J,200mg,Capsule,90,7299,94197.84,46.83,4.83,Cipla,Yes,2015-02-07,2015-03-13,2015-03-12,2015-03-13,-1,6995.19,5400.94,941.98,2015,3,1,March
911,PC-85703,PQS,PO384464,ASN97007,Haiti,PMO - NG,Direct Drop,CIF,Ocean,Safety,Sub-11,Hetero Unit III India,Medicine A 100mg,Type-11,Brand-A,500mg,Capsule,100,2654,78179.56,118.03,6.31,Matrix,No,2015-09-02,2015-10-04,2015-10-11,2015-10-13,7,2331.14,2651.98,781.8,2015,10,4,October
912,PC-86090,PQ,PO441115,ASN35906,Zimbabwe,PMO - US,From RDC,CIF,Air,HIV test,Sub-12,Matrix Laboratories,Medicine B 100mg,Type-12,Brand-B,50mg,Tablet,30,712,31130.23,162.04,0.12,Hetero Unit III,Yes,2015-03-12,2015-06-07,2015-06-28,2015-06-28,21,188.02,392.15,311.3,2015,6,2,June
913,PC-27260,PQ,PO883140,ASN96643,Zimbabwe,PMO - SA,Direct Drop,DDP,Ocean,Safety,Sub-13,"Aurobindo Unit III, India",Medicine C 100mg,Type-13,Brand-C,500mg,Solution,120,8368,76153.12,387.72,1.31,Matrix,No,2015-08-18,2015-10-31,2015-11-01,2015-11-02,1,9522.04,11602.59,761.53,2015,11,4,November
914,PC-13812,PQ,PO273217,ASN57728,Zimbabwe,PMO - SA,From RDC,EXW,Ocean,ARV,Sub-14,"Aurobindo Unit III, India",Medicine D 100mg,Type-14,Brand-D,200mg,Tablet,90,1151,45552.43,244.7,2.25,Ranbaxy,Yes,2015-03-22,2015-05-30,2015-06-02,2015-06-06,3,1131.64,1447.35,455.52,2015,6,2,June
915,PC-38024,PQ,PO294760,ASN24878,Zimbabwe,PMO - NG,Direct Drop,EXW,Air,HRDT,Sub-15,Hetero Unit III India,Medicine E 100mg,Type-15,Brand-E,100mg,Solution,120,3083,77987.98,177.43,8.95,Cipla,Yes,2015-03-21,2015-05-30,2015-05-29,2015-06-02,-1,3510.68,10608.41,779.88,2015,5,2,May
916,PC-68656,PQ,PO410725,ASN19145,Zambia,PMO - NG,Direct Drop,CIF,Truck,Emergency,Sub-16,Hetero Unit III India,Medicine F 100mg,Type-1,Brand-F,50mg,Tablet,60,6643,88770.56,83.24,0.5,Aurobindo Unit III,Yes,2015-09-16,2015-11-23,2015-11-26,2015-11-27,3,3990.78,2835.82,887.71,2015,11,4,November
917,PC-37285,PQS,PO980077,ASN98578,Uganda,PMO - SA,From RDC,EXW,Truck,HIV test,Sub-17,"Aurobindo Unit III, India",Medicine G 100mg,Type-2,Brand-G,500mg,Tablet,30,1326,25744.0,406.27,5.74,Cipla,Yes,2015-09-18,2015-11-09,2015-11-12,2015-11-12,3,399.41,127.54,257.44,2015,11,4,November
918,PC-11605,PQ,PO645042,ASN28226,South Africa,PMO - SA,Direct Drop,DDP,Air,Safety,Sub-18,Hetero Unit III India,Medicine H 100mg,Type-3,Brand-H,100mg,Capsule,90,4762,24625.86,15.16,9.29,Matrix,Yes,2015-09-17,2015-11-15,2015-11-14,2015-11-18,-1,4318.39,11388.16,246.26,2015,11,4,November
919,PC-81158,PQS,PO169837,ASN12802,Nigeria,PMO - US,Direct Drop,CIF,Ocean,HIV test,Sub-19,Ranbaxy Fine Chemicals Limited,Medicine I 100mg,Type-4,Brand-I,50mg,Tablet,90,3254,43829.87,171.95,6.56,Hetero Unit III,Yes,2015-02-07,2015-05-03,2015-05-08,2015-05-11,5,2978.95,2061.9,438.3,2015,5,2,May
920,PC-82303,PQS,PO762567,ASN34119,Haiti,PMO - NG,Direct Drop,DDP,Air Charter,HIV test,Sub-20,Cipla Ltd.,Medicine J 100mg,Type-5,Brand-J,200mg,Solution,60,1374,6101.85,125.17,4.9,Matrix,Yes,2015-06-04,2015-07-26,2015-07-21,2015-07-23,-5,913.79,4591.78,61.02,2015,7,3,July
921,PC-37139,PQS,PO318811,ASN73560,Haiti,PMO - US,From RDC,DDP,Air,ANTIMALARIA,Sub-1,Ranbaxy Fine Chemicals Limited,Medicine K 100mg,Type-6,Brand-A,200mg,Tablet,60,2489,68882.91,68.86,3.92,Cipla,No,2015-01-10,2015-02-20,2015-03-22,2015-03-25,30,1478.43,4650.81,688.83,2015,3,1,March
922,PC-87149,PQ,PO739068,ASN67353,Vietnam,PMO - SA,Direct Drop,FCA,Ocean,Emergency,Sub-2,Matrix Laboratories,Medicine L 100mg,Type-7,Brand-B,200mg,Tablet,60,6657,75220.41,90.16,6.28,Hetero Unit III,Yes,2015-07-05,2015-08-07,2015-08-28,2015-09-01,21,3708.29,2663.96,752.2,2015,8,3,August
923,PC-66138,PQ,PO711369,ASN72126,Zimbabwe,PMO - SA,Direct Drop,DDP,Ocean,HRDT,Sub-3,Hetero Unit III India,Medicine M 100mg,Type-8,Brand-C,100mg,Solution,30,971,35197.57,249.43,4.86,,Yes,2015-07-01,2015-08-15,2015-08-20,2015-08-24,5,298.98,217.85,351.98,2015,8,3,August
924,PC-86125,PQ,PO910448,ASN81641,Vietnam,PMO - SA,Direct Drop,FCA,Ocean,Emergency,Sub-4,Hetero Unit III India,Medicine N 100mg,Type-9,Brand-D,100mg,Tablet,100,2061,47063.24,215.9,7.08,Matrix,Yes,2015-09-25,2015-11-01,2015-11-02,2015-11-04,1,1590.49,2316.18,470.63,2015,11,4,November
925,PC-23918,PQ,PO422666,ASN61712,Zimbabwe,PMO - SA,From RDC,CIF,Air Charter,ANTIMALARIA,Sub-5,Matrix Laboratories,Medicine O 100mg,Type-10,Brand-E,200mg,Tablet,120,9859,59445.3,261.59,6.22,Matrix,Yes,2015-08-26,2015-11-03,2015-11-03,2015-11-05,0,11546.82,57879.82,594.45,2015,11,4,November
926,PC-95655,PQ,PO617447,ASN62189,Nigeria,PMO - US,Direct Drop,DDP,Air Charter,Safety,Sub-6,Cipla Ltd.,Medicine P 100mg,Type-11,Brand-F,200mg,Tablet,30,2254,8286.19,365.17,5.72,Ranbaxy,Yes,2015-02-28,2015-04-13,2015-04-13,2015-04-17,0,578.92,3628.35,82.86,2015,4,2,April
927,PC-37446,PQS,PO212099,ASN67784,Zimbabwe,PMO - SA,Direct Drop,EXW,Truck,HIV test,Sub-7,"Aurobindo Unit III, India",Medicine Q 100mg,Type-12,Brand-G,50mg,Tablet,30,4261,71418.46,446.7,9.57,Hetero Unit III,Yes,2015-04-30,2015-06-18,2015-06-17,2015-06-20,-1,1238.72,928.49,714.18,2015,6,2,June
928,PC-23046,PQ,PO775462,ASN78285,South Africa,PMO - NG,From RDC,CIF,Ocean,Emergency,Sub-8,Ranbaxy Fine Chemicals Limited,Medicine R 100mg,Type-13,Brand-H,500mg,Solution,120,1175,53143.47,63.64,8.37,Matrix,No,2015-03-11,2015-04-15,2015-04-20,2015-04-23,5,1542.85,1250.3,531.43,2015,4,2,April
929,PC-34818,PQ,PO990861,ASN52949,Haiti,PMO - SA,Direct Drop,DDP,Truck,HIV test,Sub-9,Cipla Ltd.,Medicine S 100mg,Type-14,Brand-I,50mg,Solution,90,7430,62801.97,45.93,6.13,Ranbaxy,Yes,2015-01-13,2015-03-10,2015-03-31,2015-04-03,21,5406.62,1881.0,628.02,2015,3,1,March
930,PC-14324,PQ,PO888356,ASN44129,Côte d'Ivoire,PMO - NG,Direct Drop,DDP,Air,HRDT,Sub-10,"Aurobindo Unit III, India",Medicine T 100mg,Type-15,Brand-J,500mg,Solution,120,5460,72659.23,163.58,5.43,Aurobindo Unit III,Yes,2015-04-14,2015-07-10,2015-07-10,2015-07-11,0,5928.38,20280.26,726.59,2015,7,3,July
931,PC-86323,PQ,PO185015,ASN34512,Nigeria,PMO - SA,Direct Drop,EXW,Ocean,ARV,Sub-11,"Aurobindo Unit III, India",Medicine U 100mg,Type-1,Brand-A,100mg,Solution,60,2135,67880.32,275.42,7.27,Matrix,Yes,2015-01-30,2015-03-27,2015-04-26,2015-04-26,30,1290.81,1922.18,678.8,2015,4,2,April
932,PC-19111,PQ,PO729275,ASN89031,Haiti,PMO - US,From RDC,FCA,Air,ANTIMALARIA,Sub-12,Hetero Unit III India,Medicine V 100mg,Type-2,Brand-B,50mg,Tablet,90,489,10436.84,54.44,8.06,Matrix,Yes,2015-07-26,2015-10-09,2015-10-10,2015-10-14,1,467.96,1336.7,104.37,2015,10,4,October
933,PC-48110,PQS,PO678621,ASN73554,Uganda,PMO - NG,Direct Drop,DDP,Ocean,ARV,Sub-13,Matrix Laboratories,Medicine W 100mg,Type-3,Brand-C,100mg,Solution,30,5241,78476.62,359.41,3.02,Cipla,Yes,2015-04-16,2015-06-19,2015-06-18,2015-06-18,-1,1727.1,871.25,784.77,2015,6,2,June
934,PC-26389,PQ,PO839818,ASN12064,Haiti,PMO - US,Direct Drop,DDP,Air,Emergency,Sub-14,Hetero Unit III India,Medicine X 100mg,Type-4,Brand-D,100mg,Tablet,120,3962,61394.61,280.27,6.7,Matrix,Yes,2015-01-09,2015-02-27,2015-03-04,2015-03-06,5,4601.04,20200.17,613.95,2015,3,1,March
935,PC-51427,PQS,PO277171,ASN61567,Nigeria,PMO - SA,From RDC,EXW,Air Charter,HIV test,Sub-15,Matrix Laboratories,Medicine Y 100mg,Type-5,Brand-E,500mg,Capsule,30,5903,71773.2,375.49,1.44,Aurobindo Unit III,No,2015-03-15,2015-06-09,2015-06-16,2015-06-18,7,1610.33,8060.78,717.73,2015,6,2,June
936,PC-89579,PQS,PO812706,ASN40011,South Africa,PMO - US,From RDC,CIF,Ocean,Safety,Sub-16,Hetero Unit III India,Medicine Z 100mg,Type-6,Brand-F,500mg,Tablet,30,4177,26888.67,182.17,4.36,Ranbaxy,No,2015-03-31,2015-05-31,2015-05-31,2015-06-04,0,1252.15,1691.13,268.89,2015,5,2,May
937,PC-38746,PQS,PO750660,ASN81152,Zambia,PMO - SA,Direct Drop,DDP,Air,Safety,Sub-17,Ranbaxy Fine Chemicals Limited,Medicine A 100mg,Type-7,Brand-G,50mg,Tablet,120,8653,22921.29,203.54,9.39,Hetero Unit III,Yes,2015-05-03,2015-07-18,2015-08-08,2015-08-11,21,10166.91,28126.18,229.21,2015,8,3,August
938,PC-97886,PQ,PO830841,ASN83511,Uganda,PMO - US,Direct Drop,FCA,Air Charter,HIV test,Sub-18,Hetero Unit III India,Medicine B 100mg,Type-8,Brand-H,50mg,Solution,30,8350,82783.14,404.75,3.33,Aurobindo Unit III,Yes,2015-07-03,2015-08-09,2015-08-10,2015-08-11,1,2695.3,20177.15,827.83,2015,8,3,August
939,PC-10117,PQS,PO493522,ASN20960,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Truck,ANTIMALARIALS,Sub-19,Ranbaxy Fine Chemicals Limited,Medicine C 100mg,Type-9,Brand-I,50mg,Solution,100,4680,39648.53,137.17,1.63,Hetero Unit III,Yes,2015-08-01,2015-09-13,2015-09-08,2015-09-09,-5,4979.35,4679.33,396.49,2015,9,3,September
940,PC-94471,PQ,PO450639,ASN68920,Zimbabwe,PMO - NG,From RDC,EXW,Ocean,ANTIMALARIALS,Sub-20,Cipla Ltd.,Medicine D 100mg,Type-10,Brand-J,500mg,Solution,100,9416,57959.33,193.8,1.55,Aurobindo Unit III,Yes,2015-09-24,2015-11-20,2015-11-20,2015-11-24,0,9513.49,10281.67,579.59,2015,11,4,November
941,PC-23234,PQ,PO694055,ASN31387,Nigeria,PMO - SA,Direct Drop,FCA,Air,ARV,Sub-1,Cipla Ltd.,Medicine E 100mg,Type-11,Brand-A,200mg,Capsule,30,7041,55607.95,11.68,4.0,Ranbaxy,Yes,2015-08-19,2015-11-03,2015-11-08,2015-11-08,5,1927.07,8674.96,556.08,2015,11,4,November
942,PC-63441,PQ,PO204332,ASN25324,Uganda,PMO - US,From RDC,DDP,Truck,ANTIMALARIALS,Sub-2,Hetero Unit III India,Medicine F 100mg,Type-12,Brand-B,200mg,Tablet,90,8631,58931.52,279.88,2.33,Cipla,Yes,2015-05-04,2015-07-21,2015-07-20,2015-07-24,-1,7334.47,6651.42,589.32,2015,7,3,July
943,PC-10846,PQ,PO767567,ASN73960,Nigeria,PMO - SA,Direct Drop,FCA,Air Charter,Safety,Sub-3,Cipla Ltd.,Medicine G 100mg,Type-13,Brand-C,500mg,Capsule,90,4681,7881.14,426.47,4.33,Ranbaxy,Yes,2015-01-29,2015-04-27,2015-04-26,2015-04-27,-1,4241.21,22894.65,78.81,2015,4,2,April
944,PC-20954,PQ,PO925858,ASN81779,Côte d'Ivoire,PMO - NG,From RDC,DDP,Ocean,Emergency,Sub-4,"Aurobindo Unit III, India",Medicine H 100mg,Type-14,Brand-D,50mg,Tablet,90,2836,30944.89,18.81,7.22,Hetero Unit III,Yes,2015-06-29,2015-09-24,2015-09-27,2015-09-27,3,2836.96,3286.59,309.45,2015,9,3,September
945,PC-89239,PQ,PO630624,ASN42628,Nigeria,PMO - US,From RDC,EXW,Ocean,HRDT,Sub-5,Ranbaxy Fine Chemicals Limited,Medicine I 100mg,Type-15,Brand-E,200mg,Tablet,90,1139,7581.57,308.83,8.89,Hetero Unit III,Yes,2015-04-25,2015-06-19,2015-06-19,2015-06-20,0,957.0,1057.11,75.82,2015,6,2,June
946,PC-56514,PQ,PO474344,ASN85096,Vietnam,PMO - SA,From RDC,FCA,Ocean,Emergency,Sub-6,Matrix Laboratories,Medicine J 100mg,Type-1,Brand-F,100mg,Capsule,100,7765,48535.94,423.5,1.19,Matrix,Yes,2015-04-20,2015-06-20,2015-06-23,2015-06-25,3,8023.56,7449.96,485.36,2015,6,2,June
947,PC-98236,Non-PQ,PO830526,ASN57452,Haiti,PMO - US,Direct Drop,DDP,Truck,ARV,Sub-7,Ranbaxy Fine Chemicals Limited,Medicine K 100mg,Type-2,Brand-G,200mg,Capsule,90,8412,90307.77,249.5,7.71,Cipla,No,2015-04-02,2015-05-03,2015-05-03,2015-05-07,0,8069.21,6695.38,903.08,2015,5,2,May
948,PC-16469,PQ,PO379400,ASN51098,Haiti,PMO - US,From RDC,CIF,Ocean,Emergency,Sub-8,Hetero Unit III India,Medicine L 100mg,Type-3,Brand-H,200mg,Tablet,120,3913,39528.44,159.95,1.12,Ranbaxy,Yes,2015-02-15,2015-04-15,2015-04-20,2015-04-23,5,5514.48,5358.08,395.28,2015,4,2,April
949,PC-40105,PQ,PO854805,ASN80459,Uganda,PMO - US,From RDC,DDP,Air,ANTIMALARIALS,Sub-9,Cipla Ltd.,Medicine M 100mg,Type-4,Brand-I,500mg,Capsule,90,6573,78462.53,498.31,3.86,Ranbaxy,Yes,2015-01-24,2015-02-25,2015-02-26,2015-03-01,1,6445.5,18058.51,784.63,2015,2,1,February
950,PC-52101,PQ,PO280889,ASN49235,South Africa,PMO - US,Direct Drop,DDP,Truck,ANTIMALARIALS,Sub-10,Cipla Ltd.,Medicine N 100mg,Type-5,Brand-J,500mg,Solution,120,6327,29437.39,37.09,9.97,Hetero Unit III,Yes,2015-08-10,2015-09-09,2015-10-09,2015-10-13,30,7257.48,3586.23,294.37,2015,10,4,October
951,PC-74323,PQ,PO599920,ASN96861,Zambia,PMO - NG,From RDC,EXW,Air,HRDT,Sub-11,"Aurobindo Unit III, India",Medicine O 100mg,Type-6,Brand-A,200mg,Tablet,100,9036,85770.31,109.16,0.78,Cipla,Yes,2015-02-19,2015-04-23,2015-04-23,2015-04-23,0,6927.6,13867.49,857.7,2015,4,2,April
952,PC-68067,Non-PQ,PO395863,ASN37949,Uganda,PMO - NG,From RDC,DDP,Truck,Emergency,Sub-12,Cipla Ltd.,Medicine P 100mg,Type-7,Brand-B,100mg,Solution,120,4581,42530.81,443.2,0.33,Ranbaxy,Yes,2015-07-08,2015-09-29,2015-09-28,2015-10-01,-1,4942.64,1743.56,425.31,2015,9,3,September
953,PC-59376,PQ,PO928449,ASN32821,Nigeria,PMO - SA,Direct Drop,EXW,Ocean,HRDT,Sub-13,Hetero Unit III India,Medicine Q 100mg,Type-8,Brand-C,100mg,Capsule,120,4643,36166.52,152.17,3.4,Cipla,No,2015-07-16,2015-10-11,2015-10-14,2015-10-15,3,5250.14,3366.51,361.67,2015,10,4,October
954,PC-55587,PQ,PO145704,ASN81612,Côte d'Ivoire,PMO - SA,From RDC,DDP,Ocean,Safety,Sub-14,Hetero Unit III India,Medicine R 100mg,Type-9,Brand-D,50mg,Solution,30,6316,70050.48,410.82,9.52,Cipla,Yes,2015-03-24,2015-06-06,2015-06-11,2015-06-14,5,1753.74,2119.93,700.5,2015,6,2,June
955,PC-46976,PQ,PO916445,ASN32032,Haiti,PMO - US,Direct Drop,DDP,Air,ARV,Sub-15,Matrix Laboratories,Medicine S 100mg,Type-10,Brand-E,200mg,Capsule,120,7103,51762.97,169.93,0.3,Ranbaxy,No,2015-05-31,2015-08-13,2015-08-13,2015-08-13,0,7972.06,18740.81,517.63,2015,8,3,August
956,PC-77584,Non-PQ,PO442135,ASN83537,Zimbabwe,PMO - US,Direct Drop,DDP,Truck,ANTIMALARIA,Sub-16,Ranbaxy Fine Chemicals Limited,Medicine T 100mg,Type-11,Brand-F,200mg,Solution,30,7160,34394.68,406.93,2.3,Cipla,No,2015-07-12,2015-09-06,2015-09-11,2015-09-11,5,1813.44,822.95,343.95,2015,9,3,September
957,PC-88477,PQ,PO956690,ASN25303,Zimbabwe,PMO - US,Direct Drop,EXW,Air Charter,Emergency,Sub-17,Ranbaxy Fine Chemicals Limited,Medicine U 100mg,Type-12,Brand-G,100mg,Capsule,90,9314,6751.13,344.44,6.07,Aurobindo Unit III,Yes,2015-02-06,2015-04-10,2015-04-10,2015-04-13,0,8617.33,50870.22,67.51,2015,4,2,April
958,PC-52533,PQS,PO440492,ASN91993,Côte d'Ivoire,PMO - NG,From RDC,DDP,Truck,Safety,Sub-18,Ranbaxy Fine Chemicals Limited,Medicine V 100mg,Type-13,Brand-H,500mg,Tablet,120,5060,17497.29,236.92,2.41,Hetero Unit III,Yes,2015-02-15,2015-04-21,2015-04-18,2015-04-22,-3,6072.29,3246.33,174.97,2015,4,2,April
959,PC-11828,PQ,PO326884,ASN22303,Nigeria,PMO - US,Direct Drop,EXW,Ocean,Safety,Sub-19,Matrix Laboratories,Medicine W 100mg,Type-14,Brand-I,200mg,Tablet,120,7967,77460.05,263.86,0.63,Cipla,Yes,2015-07-13,2015-08-16,2015-08-13,2015-08-15,-3,7890.43,10113.6,774.6,2015,8,3,August
960,PC-11917,PQ,PO267848,ASN60701,Zambia,PMO - SA,From RDC,CIF,Air,Emergency,Sub-20,Matrix Laboratories,Medicine X 100mg,Type-15,Brand-J,100mg,Tablet,60,7143,92152.44,92.94,0.62,Cipla,Yes,2015-03-17,2015-04-18,2015-04-19,2015-04-19,1,5311.31,12239.29,921.52,2015,4,2,April
961,PC-30618,PQ,PO372204,ASN60511,Vietnam,PMO - US,From RDC,EXW,Ocean,HRDT,Sub-1,Matrix Laboratories,Medicine Y 100mg,Type-1,Brand-A,200mg,Tablet,90,1875,17714.99,62.36,5.64,Aurobindo Unit III,No,2015-01-29,2015-03-08,2015-04-07,2015-04-10,30,1905.18,2822.99,177.15,2015,4,2,April
962,PC-42254,PQS,PO571808,ASN90664,Côte d'Ivoire,PMO - NG,From RDC,CIF,Ocean,ANTIMALARIALS,Sub-2,"Aurobindo Unit III, India",Medicine Z 100mg,Type-2,Brand-B,500mg,Capsule,120,2008,57374.68,359.89,5.66,,No,2015-05-21,2015-08-06,2015-08-07,2015-08-07,1,2579.54,3418.2,573.75,2015,8,3,August
963,PC-57362,PQ,PO843470,ASN28280,Nigeria,PMO - US,From RDC,EXW,Ocean,ARV,Sub-3,Matrix Laboratories,Medicine A 100mg,Type-3,Brand-C,50mg,Solution,120,687,4383.2,425.04,7.09,Cipla,Yes,2015-08-06,2015-10-08,2015-10-09,2015-10-12,1,816.41,814.6,43.83,2015,10,4,October
964,PC-30128,PQ,PO412067,ASN49427,Uganda,PMO - NG,Direct Drop,EXW,Truck,ANTIMALARIA,Sub-4,Cipla Ltd.,Medicine B 100mg,Type-4,Brand-D,500mg,Tablet,60,6245,29793.5,362.38,1.4,Ranbaxy,Yes,2015-03-24,2015-05-28,2015-06-04,2015-06-08,7,3653.0,1420.32,297.94,2015,6,2,June
965,PC-69383,PQ,PO178563,ASN16967,Zambia,PMO - NG,Direct Drop,DDP,Ocean,Emergency,Sub-5,"Aurobindo Unit III, India",Medicine C 100mg,Type-5,Brand-E,500mg,Capsule,30,482,45430.01,456.87,5.05,Matrix,Yes,2015-03-12,2015-05-01,2015-05-22,2015-05-22,21,149.96,89.43,454.3,2015,5,2,May
966,PC-75545,PQ,PO759390,ASN16661,Vietnam,PMO - NG,From RDC,FCA,Air Charter,ARV,Sub-6,Cipla Ltd.,Medicine D 100mg,Type-6,Brand-F,100mg,Capsule,90,8981,73851.91,445.59,6.05,Matrix,Yes,2015-02-26,2015-05-19,2015-05-18,2015-05-20,-1,8504.98,39425.24,738.52,2015,5,2,May
